model,region,scenario,unit,variable,2015,2020,2030,2040,2050,2060,2070,2080,2090,2100
GCAM4,World,ssp460,Mt BC / yr,Emissions|BC,9.7274,10.0011,10.1542,9.9433,9.2886,8.2247,7.1912,6.0711,5.0715,4.3301
GCAM4,World,ssp460,Mt CH4 / yr,Emissions|CH4,388.073,432.598,477.65,507.974,522.573,531.767,530.512,517.4,502.656,491.635
GCAM4,World,ssp460,Mt CO / yr,Emissions|CO,934.35,956.204,892.219,861.611,819.222,764.058,723.458,656.128,604.086,571.095
GCAM4,World,ssp460,Mt CO2 / yr,Emissions|CO2|MAGICC AFOLU,3517.44,1409.8,959.892,1511.27,1529.46,1411.48,963.407,-603.01,-1677.25,-1907.11
GCAM4,World,ssp460,Mt CO2 / yr,Emissions|CO2|MAGICC Fossil and Industrial,35635.3,37666.5,44208.0,46631.7,46848.4,45853.1,43710.2,38003.5,31308.4,23832.1
GCAM4,World,ssp460,Mt NH3 / yr,Emissions|NH3,65.2797,69.1333,76.2092,82.9382,89.1242,93.6736,98.5548,103.108,105.328,107.138
GCAM4,World,ssp460,Mt NOx / yr,Emissions|NOx,155.52,152.852,151.202,144.724,133.616,122.959,112.201,96.906,85.029,74.6493
GCAM4,World,ssp460,Mt OC / yr,Emissions|OC,34.746,36.1512,35.1154,34.8947,33.8034,30.9725,28.4641,25.5195,23.0493,21.9692
GCAM4,World,ssp460,Mt SO2 / yr,Emissions|Sulfur,100.771,88.1912,89.6957,85.8415,78.388,70.8506,61.6673,48.5677,38.7577,31.4537
GCAM4,World,ssp460,Mt VOC / yr,Emissions|VOC,227.245,230.439,228.603,231.175,225.583,217.667,207.78,196.25,187.598,174.352
GCAM4,World,ssp460,kt C2F6 / yr,Emissions|C2F6,1.57,1.4636,1.6361,1.6932,1.7011,1.6463,1.5471,1.3947,1.298,1.2094
GCAM4,World,ssp460,kt C3F8 / yr,Emissions|C3F8,0.4478,0.4175,0.4667,0.4829,0.4852,0.4696,0.4413,0.3978,0.3702,0.3449
GCAM4,World,ssp460,kt C4F10 / yr,Emissions|C4F10,0.0994,0.0927,0.1036,0.1072,0.1077,0.1042,0.098,0.0883,0.0822,0.0765
GCAM4,World,ssp460,kt C5F12 / yr,Emissions|C5F12,0.0435,0.0406,0.0453,0.0469,0.0472,0.0456,0.0428,0.0387,0.0359,0.0335
GCAM4,World,ssp460,kt C6F14 / yr,Emissions|C6F14,0.35,0.3263,0.3648,0.3775,0.3792,0.367,0.3449,0.3109,0.2894,0.2696
GCAM4,World,ssp460,kt C7F16 / yr,Emissions|C7F16,0.2338,0.218,0.2436,0.2521,0.2533,0.2452,0.2304,0.2077,0.1933,0.1801
GCAM4,World,ssp460,kt C8F18 / yr,Emissions|C8F18,0.1014,0.0945,0.1057,0.1094,0.1099,0.1063,0.0999,0.0901,0.0838,0.0781
GCAM4,World,ssp460,kt CCl4 / yr,Emissions|CCl4,47.5476,34.8954,18.7952,10.1234,5.4526,2.9369,1.5818,0.852,0.4589,0.2461
